strength,dexterity,fighting,shieldsSkill,armourSkill,armourEncumb,shieldPenalty,species size,weap1 damage,w1 base delay,w1 min delay,w1 total slaying,brand,w1 ranged?,weap2 damage,w2 base delay,w2 min delay,w2 total slaying,w2 brand,w2 ranged?,,,Authorisation:,https://yagisanatode.com/2020/08/17/running-google-apps-script-for-the-first-time-whats-with-all-the-warnings/,,,,,,,,,,
bound soul,8,440,8,5,44,1.196306105,1.190243743,1.19214519,1.188785376,1.184929075,1.178925392,1.172390943,1.164635304,1.156559667,1.147354682,1.137631935,1.126741487,1.115131643,1.102304678,1.08820989,1.072993911,1.05612672,1.037722268,1.017272883,0.945001817,0.8725545405,0.8728350794,0.8730506534,0.8733818262,0.8737174903,0.8743471454,0.8740681377,0.8741264982
large zombie,6,330,8,5,33,1.196306105,1.190243743,1.19214519,1.188785376,1.184929075,1.178925392,1.172390943,1.164635304,1.156559667,1.147354682,1.137631935,1.126741487,1.115131643,1.102304678,1.08820989,1.072993911,1.05612672,1.037722268,1.017272883,0.945001817,0.8725545405,0.8728350794,0.8730506534,0.8733818262,0.8737174903,0.8743471454,0.8740681377,0.8741264982
shadow wraith,10,550,7,7,55,1.179554026,1.173576556,1.175125963,1.17186173,1.168137657,1.162369421,1.156062352,1.148572907,1.140756164,1.131835534,1.122388345,1.111800837,1.100493961,1.087982487,1.074213862,1.059328935,1.042818461,1.024777272,1.004713513,0.9334501828,0.8619970231,0.8623812321,0.8627030499,0.8631333793,0.863566413,0.8642709246,0.8641123535,0.8642670424
shadow demon,10,550,7,12,55,1.179554026,1.173576556,1.175125963,1.17186173,1.168137657,1.162369421,1.156062352,1.148572907,1.140756164,1.131835534,1.122388345,1.111800837,1.100493961,1.087982487,1.074213862,1.059328935,1.042818461,1.024777272,1.004713513,0.9334501828,0.8619970231,0.8623812321,0.8627030499,0.8631333793,0.863566413,0.8642709246,0.8641123535,0.8642670424
swamp dragon,9,675,7,7,67.5,1.179554026,1.173576556,1.175125963,1.17186173,1.168137657,1.162369421,1.156062352,1.148572907,1.140756164,1.131835534,1.122388345,1.111800837,1.100493961,1.087982487,1.074213862,1.059328935,1.042818461,1.024777272,1.004713513,0.9334501828,0.8619970231,0.8623812321,0.8627030499,0.8631333793,0.863566413,0.8642709246,0.8641123535,0.8642670424
komodo dragon,8,440,7,8,44,1.179554026,1.173576556,1.175125963,1.17186173,1.168137657,1.162369421,1.156062352,1.148572907,1.140756164,1.131835534,1.122388345,1.111800837,1.100493961,1.087982487,1.074213862,1.059328935,1.042818461,1.024777272,1.004713513,0.9334501828,0.8619970231,0.8623812321,0.8627030499,0.8631333793,0.863566413,0.8642709246,0.8641123535,0.8642670424
death scarab,8,320,7,14,32,1.179554026,1.173576556,1.175125963,1.17186173,1.168137657,1.162369421,1.156062352,1.148572907,1.140756164,1.131835534,1.122388345,1.111800837,1.100493961,1.087982487,1.074213862,1.059328935,1.042818461,1.024777272,1.004713513,0.9334501828,0.8619970231,0.8623812321,0.8627030499,0.8631333793,0.863566413,0.8642709246,0.8641123535,0.8642670424
entropy weaver,7,715,7,13,71.5,1.179554026,1.173576556,1.175125963,1.17186173,1.168137657,1.162369421,1.156062352,1.148572907,1.140756164,1.131835534,1.122388345,1.111800837,1.100493961,1.087982487,1.074213862,1.059328935,1.042818461,1.024777272,1.004713513,0.9334501828,0.8619970231,0.8623812321,0.8627030499,0.8631333793,0.863566413,0.8642709246,0.8641123535,0.8642670424
bear,7,455,7,8,45.5,1.179554026,1.173576556,1.175125963,1.17186173,1.168137657,1.162369421,1.156062352,1.148572907,1.140756164,1.131835534,1.122388345,1.111800837,1.100493961,1.087982487,1.074213862,1.059328935,1.042818461,1.024777272,1.004713513,0.9334501828,0.8619970231,0.8623812321,0.8627030499,0.8631333793,0.863566413,0.8642709246,0.8641123535,0.8642670424
red devil,7,315,7,13,31.5,1.179554026,1.173576556,1.175125963,1.17186173,1.168137657,1.162369421,1.156062352,1.148572907,1.140756164,1.131835534,1.122388345,1.111800837,1.100493961,1.087982487,1.074213862,1.059328935,1.042818461,1.024777272,1.004713513,0.9334501828,0.8619970231,0.8623812321,0.8627030499,0.8631333793,0.863566413,0.8642709246,0.8641123535,0.8642670424
chaos spawn,6,330,7,12,33,1.179554026,1.173576556,1.175125963,1.17186173,1.168137657,1.162369421,1.156062352,1.148572907,1.140756164,1.131835534,1.122388345,1.111800837,1.100493961,1.087982487,1.074213862,1.059328935,1.042818461,1.024777272,1.004713513,0.9334501828,0.8619970231,0.8623812321,0.8627030499,0.8631333793,0.863566413,0.8642709246,0.8641123535,0.8642670424
shadow,6,240,7,10,24,1.179554026,1.173576556,1.175125963,1.17186173,1.168137657,1.162369421,1.156062352,1.148572907,1.140756164,1.131835534,1.122388345,1.111800837,1.100493961,1.087982487,1.074213862,1.059328935,1.042818461,1.024777272,1.004713513,0.9334501828,0.8619970231,0.8623812321,0.8627030499,0.8631333793,0.863566413,0.8642709246,0.8641123535,0.8642670424
hell rat,3,165,7,10,16.5,1.179554026,1.173576556,1.175125963,1.17186173,1.168137657,1.162369421,1.156062352,1.148572907,1.140756164,1.131835534,1.122388345,1.111800837,1.100493961,1.087982487,1.074213862,1.059328935,1.042818461,1.024777272,1.004713513,0.9334501828,0.8619970231,0.8623812321,0.8627030499,0.8631333793,0.863566413,0.8642709246,0.8641123535,0.8642670424
doom hound,20,1100,6,13,110,1.163457599,1.157561699,1.158786799,1.15560121,1.151993505,1.146449173,1.140360667,1.133123778,1.125550198,1.116899004,1.107713169,1.097414706,1.086395123,1.074183293,1.060724949,1.046154224,1.029983761,1.012288897,0.9925930544,0.9222985008,0.8518021418,0.8522830505,0.8527035631,0.8532256677,0.8537485857,0.8545220683,0.8544769208,0.8547224421
very ugly thing,18,990,6,10,99,1.163457599,1.157561699,1.158786799,1.15560121,1.151993505,1.146449173,1.140360667,1.133123778,1.125550198,1.116899004,1.107713169,1.097414706,1.086395123,1.074183293,1.060724949,1.046154224,1.029983761,1.012288897,0.9925930544,0.9222985008,0.8518021418,0.8522830505,0.8527035631,0.8532256677,0.8537485857,0.8545220683,0.8544769208,0.8547224421
Grunn,16,2000,6,6,200,1.163457599,1.157561699,1.158786799,1.15560121,1.151993505,1.146449173,1.140360667,1.133123778,1.125550198,1.116899004,1.107713169,1.097414706,1.086395123,1.074183293,1.060724949,1.046154224,1.029983761,1.012288897,0.9925930544,0.9222985008,0.8518021418,0.8522830505,0.8527035631,0.8532256677,0.8537485857,0.8545220683,0.8544769208,0.8547224421
Vashnia,16,1600,6,18,160,1.163457599,1.157561699,1.158786799,1.15560121,1.151993505,1.146449173,1.140360667,1.133123778,1.125550198,1.116899004,1.107713169,1.097414706,1.086395123,1.074183293,1.060724949,1.046154224,1.029983761,1.012288897,0.9925930544,0.9222985008,0.8518021418,0.8522830505,0.8527035631,0.8532256677,0.8537485857,0.8545220683,0.8544769208,0.8547224421
demonspawn blood saint,15,925,6,12,92.5,1.163457599,1.157561699,1.158786799,1.15560121,1.151993505,1.146449173,1.140360667,1.133123778,1.125550198,1.116899004,1.107713169,1.097414706,1.086395123,1.074183293,1.060724949,1.046154224,1.029983761,1.012288897,0.9925930544,0.9222985008,0.8518021418,0.8522830505,0.8527035631,0.8532256677,0.8537485857,0.8545220683,0.8544769208,0.8547224421
nagaraja,15,825,6,10,82.5,1.163457599,1.157561699,1.158786799,1.15560121,1.151993505,1.146449173,1.140360667,1.133123778,1.125550198,1.116899004,1.107713169,1.097414706,1.086395123,1.074183293,1.060724949,1.046154224,1.029983761,1.012288897,0.9925930544,0.9222985008,0.8518021418,0.8522830505,0.8527035631,0.8532256677,0.8537485857,0.8545220683,0.8544769208,0.8547224421
minotaur,14,780,6,9,78,1.163457599,1.157561699,1.158786799,1.15560121,1.151993505,1.146449173,1.140360667,1.133123778,1.125550198,1.116899004,1.107713169,1.097414706,1.086395123,1.074183293,1.060724949,1.046154224,1.029983761,1.012288897,0.9925930544,0.9222985008,0.8518021418,0.8522830505,0.8527035631,0.8532256677,0.8537485857,0.8545220683,0.8544769208,0.8547224421
bennu,14,770,6,16,77,1.163457599,1.157561699,1.158786799,1.15560121,1.151993505,1.146449173,1.140360667,1.133123778,1.125550198,1.116899004,1.107713169,1.097414706,1.086395123,1.074183293,1.060724949,1.046154224,1.029983761,1.012288897,0.9925930544,0.9222985008,0.8518021418,0.8522830505,0.8527035631,0.8532256677,0.8537485857,0.8545220683,0.8544769208,0.8547224421
bunyip,12,800,6,10,80,1.163457599,1.157561699,1.158786799,1.15560121,1.151993505,1.146449173,1.140360667,1.133123778,1.125550198,1.116899004,1.107713169,1.097414706,1.086395123,1.074183293,1.060724949,1.046154224,1.029983761,1.012288897,0.9925930544,0.9222985008,0.8518021418,0.8522830505,0.8527035631,0.8532256677,0.8537485857,0.8545220683,0.8544769208,0.8547224421
deep troll shaman,12,480,6,10,48,1.163457599,1.157561699,1.158786799,1.15560121,1.151993505,1.146449173,1.140360667,1.133123778,1.125550198,1.116899004,1.107713169,1.097414706,1.086395123,1.074183293,1.060724949,1.046154224,1.029983761,1.012288897,0.9925930544,0.9222985008,0.8518021418,0.8522830505,0.8527035631,0.8532256677,0.8537485857,0.8545220683,0.8544769208,0.8547224421
snaplasher vine segment,12,360,6,0,36,1.163457599,1.157561699,1.158786799,1.15560121,1.151993505,1.146449173,1.140360667,1.133123778,1.125550198,1.116899004,1.107713169,1.097414706,1.086395123,1.074183293,1.060724949,1.046154224,1.029983761,1.012288897,0.9925930544,0.9222985008,0.8518021418,0.8522830505,0.8527035631,0.8532256677,0.8537485857,0.8545220683,0.8544769208,0.8547224421
rakshasa,11,660,6,14,66,1.163457599,1.157561699,1.158786799,1.15560121,1.151993505,1.146449173,1.140360667,1.133123778,1.125550198,1.116899004,1.107713169,1.097414706,1.086395123,1.074183293,1.060724949,1.046154224,1.029983761,1.012288897,0.9925930544,0.9222985008,0.8518021418,0.8522830505,0.8527035631,0.8532256677,0.8537485857,0.8545220683,0.8544769208,0.8547224421
naga warrior,10,750,6,10,75,1.163457599,1.157561699,1.158786799,1.15560121,1.151993505,1.146449173,1.140360667,1.133123778,1.125550198,1.116899004,1.107713169,1.097414706,1.086395123,1.074183293,1.060724949,1.046154224,1.029983761,1.012288897,0.9925930544,0.9222985008,0.8518021418,0.8522830505,0.8527035631,0.8532256677,0.8537485857,0.8545220683,0.8544769208,0.8547224421
deep troll,10,550,6,10,55,1.163457599,1.157561699,1.158786799,1.15560121,1.151993505,1.146449173,1.140360667,1.133123778,1.125550198,1.116899004,1.107713169,1.097414706,1.086395123,1.074183293,1.060724949,1.046154224,1.029983761,1.012288897,0.9925930544,0.9222985008,0.8518021418,0.8522830505,0.8527035631,0.8532256677,0.8537485857,0.8545220683,0.8544769208,0.8547224421
spriggan rider,11,605,1,18,60.5,1.095060875,1.08951158,1.089468986,1.086472867,1.083183513,1.078411379,1.073140132,1.066883686,1.060246728,1.052653145,1.044496354,1.035344581,1.025459321,1.01445512,1.002266952,0.9889796436,0.9741950054,0.9579234654,0.9397559224,0.8736167398,0.8072354513,0.8080747385,0.8088599633,0.8097178282,0.8105684373,0.8115882755,0.8119862819,0.8125850717
slime creature,11,605,1,4,60.5,1.095060875,1.08951158,1.089468986,1.086472867,1.083183513,1.078411379,1.073140132,1.066883686,1.060246728,1.052653145,1.044496354,1.035344581,1.025459321,1.01445512,1.002266952,0.9889796436,0.9741950054,0.9579234654,0.9397559224,0.8736167398,0.8072354513,0.8080747385,0.8088599633,0.8097178282,0.8105684373,0.8115882755,0.8119862819,0.8125850717
orc high priest,11,550,1,12,55,1.095060875,1.08951158,1.089468986,1.086472867,1.083183513,1.078411379,1.073140132,1.066883686,1.060246728,1.052653145,1.044496354,1.035344581,1.025459321,1.01445512,1.002266952,0.9889796436,0.9741950054,0.9579234654,0.9397559224,0.8736167398,0.8072354513,0.8080747385,0.8088599633,0.8097178282,0.8105684373,0.8115882755,0.8119862819,0.8125850717
spriggan druid,11,440,1,18,44,1.095060875,1.08951158,1.089468986,1.086472867,1.083183513,1.078411379,1.073140132,1.066883686,1.060246728,1.052653145,1.044496354,1.035344581,1.025459321,1.01445512,1.002266952,0.9889796436,0.9741950054,0.9579234654,0.9397559224,0.8736167398,0.8072354513,0.8080747385,0.8088599633,0.8097178282,0.8105684373,0.8115882755,0.8119862819,0.8125850717
sun moth,9,805,6,12,80.5,1.163457599,1.157561699,1.158786799,1.15560121,1.151993505,1.146449173,1.140360667,1.133123778,1.125550198,1.116899004,1.107713169,1.097414706,1.086395123,1.074183293,1.060724949,1.046154224,1.029983761,1.012288897,0.9925930544,0.9222985008,0.8518021418,0.8522830505,0.8527035631,0.8532256677,0.8537485857,0.8545220683,0.8544769208,0.8547224421
death drake,9,765,6,14,76.5,1.163457599,1.157561699,1.158786799,1.15560121,1.151993505,1.146449173,1.140360667,1.133123778,1.125550198,1.116899004,1.107713169,1.097414706,1.086395123,1.074183293,1.060724949,1.046154224,1.029983761,1.012288897,0.9925930544,0.9222985008,0.8518021418,0.8522830505,0.8527035631,0.8532256677,0.8537485857,0.8545220683,0.8544769208,0.8547224421
naga sharpshooter,9,720,6,10,72,1.163457599,1.157561699,1.158786799,1.15560121,1.151993505,1.146449173,1.140360667,1.133123778,1.125550198,1.116899004,1.107713169,1.097414706,1.086395123,1.074183293,1.060724949,1.046154224,1.029983761,1.012288897,0.9925930544,0.9222985008,0.8518021418,0.8522830505,0.8527035631,0.8532256677,0.8537485857,0.8545220683,0.8544769208,0.8547224421
naga ritualist,8,600,6,10,60,1.163457599,1.157561699,1.158786799,1.15560121,1.151993505,1.146449173,1.140360667,1.133123778,1.125550198,1.116899004,1.107713169,1.097414706,1.086395123,1.074183293,1.060724949,1.046154224,1.029983761,1.012288897,0.9925930544,0.9222985008,0.8518021418,0.8522830505,0.8527035631,0.8532256677,0.8537485857,0.8545220683,0.8544769208,0.8547224421
ancient zyme,8,520,6,6,52,1.163457599,1.157561699,1.158786799,1.15560121,1.151993505,1.146449173,1.140360667,1.133123778,1.125550198,1.116899004,1.107713169,1.097414706,1.086395123,1.074183293,1.060724949,1.046154224,1.029983761,1.012288897,0.9925930544,0.9222985008,0.8518021418,0.8522830505,0.8527035631,0.8532256677,0.8537485857,0.8545220683,0.8544769208,0.8547224421
dryad,8,520,6,12,52,1.163457599,1.157561699,1.158786799,1.15560121,1.151993505,1.146449173,1.140360667,1.133123778,1.125550198,1.116899004,1.107713169,1.097414706,1.086395123,1.074183293,1.060724949,1.046154224,1.029983761,1.012288897,0.9925930544,0.9222985008,0.8518021418,0.8522830505,0.8527035631,0.8532256677,0.8537485857,0.8545220683,0.8544769208,0.8547224421
guardian serpent,8,440,6,14,44,1.163457599,1.157561699,1.158786799,1.15560121,1.151993505,1.146449173,1.140360667,1.133123778,1.125550198,1.116899004,1.107713169,1.097414706,1.086395123,1.074183293,1.060724949,1.046154224,1.029983761,1.012288897,0.9925930544,0.9222985008,0.8518021418,0.8522830505,0.8527035631,0.8532256677,0.8537485857,0.8545220683,0.8544769208,0.8547224421
jumping spider,8,320,6,12,32,1.163457599,1.157561699,1.158786799,1.15560121,1.151993505,1.146449173,1.140360667,1.133123778,1.125550198,1.116899004,1.107713169,1.097414706,1.086395123,1.074183293,1.060724949,1.046154224,1.029983761,1.012288897,0.9925930544,0.9222985008,0.8518021418,0.8522830505,0.8527035631,0.8532256677,0.8537485857,0.8545220683,0.8544769208,0.8547224421
guardian mummy,7,455,6,9,45.5,1.163457599,1.157561699,1.158786799,1.15560121,1.151993505,1.146449173,1.140360667,1.133123778,1.125550198,1.116899004,1.107713169,1.097414706,1.086395123,1.074183293,1.060724949,1.046154224,1.029983761,1.012288897,0.9925930544,0.9222985008,0.8518021418,0.8522830505,0.8527035631,0.8532256677,0.8537485857,0.8545220683,0.8544769208,0.8547224421
cane toad,7,385,6,9,38.5,1.163457599,1.157561699,1.158786799,1.15560121,1.151993505,1.146449173,1.140360667,1.133123778,1.125550198,1.116899004,1.107713169,1.097414706,1.086395123,1.074183293,1.060724949,1.046154224,1.029983761,1.012288897,0.9925930544,0.9222985008,0.8518021418,0.8522830505,0.8527035631,0.8532256677,0.8537485857,0.8545220683,0.8544769208,0.8547224421
naga mage,7,385,6,10,38.5,1.163457599,1.157561699,1.158786799,1.15560121,1.151993505,1.146449173,1.140360667,1.133123778,1.125550198,1.116899004,1.107713169,1.097414706,1.086395123,1.074183293,1.060724949,1.046154224,1.029983761,1.012288897,0.9925930544,0.9222985008,0.8518021418,0.8522830505,0.8527035631,0.8532256677,0.8537485857,0.8545220683,0.8544769208,0.8547224421
hornet,6,330,6,14,33,1.163457599,1.157561699,1.158786799,1.15560121,1.151993505,1.146449173,1.140360667,1.133123778,1.125550198,1.116899004,1.107713169,1.097414706,1.086395123,1.074183293,1.060724949,1.046154224,1.029983761,1.012288897,0.9925930544,0.9222985008,0.8518021418,0.8522830505,0.8527035631,0.8532256677,0.8537485857,0.8545220683,0.8544769208,0.8547224421
hell hound,5,275,6,13,27.5,1.163457599,1.157561699,1.158786799,1.15560121,1.151993505,1.146449173,1.140360667,1.133123778,1.125550198,1.116899004,1.107713169,1.097414706,1.086395123,1.074183293,1.060724949,1.046154224,1.029983761,1.012288897,0.9925930544,0.9222985008,0.8518021418,0.8522830505,0.8527035631,0.8532256677,0.8537485857,0.8545220683,0.8544769208,0.8547224421
naga,5,275,6,10,27.5,1.163457599,1.157561699,1.158786799,1.15560121,1.151993505,1.146449173,1.140360667,1.133123778,1.125550198,1.116899004,1.107713169,1.097414706,1.086395123,1.074183293,1.060724949,1.046154224,1.029983761,1.012288897,0.9925930544,0.9222985008,0.8518021418,0.8522830505,0.8527035631,0.8532256677,0.8537485857,0.8545220683,0.8544769208,0.8547224421
iron imp,3,165,6,8,16.5,1.163457599,1.157561699,1.158786799,1.15560121,1.151993505,1.146449173,1.140360667,1.133123778,1.125550198,1.116899004,1.107713169,1.097414706,1.086395123,1.074183293,1.060724949,1.046154224,1.029983761,1.012288897,0.9925930544,0.9222985008,0.8518021418,0.8522830505,0.8527035631,0.8532256677,0.8537485857,0.8545220683,0.8544769208,0.8547224421
tentacled monstrosity,23,1265,5,5,126.5,1.148108911,1.142290792,1.143217583,1.140094991,1.136583556,1.131243885,1.125361374,1.118361567,1.111014463,1.102613775,1.093670584,1.083643967,1.07289346,1.06096358,1.047798268,1.033523712,1.017673079,1.000304648,0.9809565285,0.9115874234,0.8420066044,0.8425765958,0.8430877557,0.8436938497,0.8442988489,0.8451350815,0.8451952569,0.845525095
Ilsuiw,16,1520,5,18,152,1.148108911,1.142290792,1.143217583,1.140094991,1.136583556,1.131243885,1.125361374,1.118361567,1.111014463,1.102613775,1.093670584,1.083643967,1.07289346,1.06096358,1.047798268,1.033523712,1.017673079,1.000304648,0.9809565285,0.9115874234,0.8420066044,0.8425765958,0.8430877557,0.8436938497,0.8442988489,0.8451350815,0.8451952569,0.845525095
sphinx,16,880,5,5,88,1.148108911,1.142290792,1.143217583,1.140094991,1.136583556,1.131243885,1.125361374,1.118361567,1.111014463,1.102613775,1.093670584,1.083643967,1.07289346,1.06096358,1.047798268,1.033523712,1.017673079,1.000304648,0.9809565285,0.9115874234,0.8420066044,0.8425765958,0.8430877557,0.8436938497,0.8442988489,0.8451350815,0.8451952569,0.845525095
tentacled starspawn,16,880,5,5,88,1.148108911,1.142290792,1.143217583,1.140094991,1.136583556,1.131243885,1.125361374,1.118361567,1.111014463,1.102613775,1.093670584,1.083643967,1.07289346,1.06096358,1.047798268,1.033523712,1.017673079,1.000304648,0.9809565285,0.9115874234,0.8420066044,0.8425765958,0.8430877557,0.8436938497,0.8442988489,0.8451350815,0.8451952569,0.845525095
electric golem,15,1350,5,20,135,1.148108911,1.142290792,1.143217583,1.140094991,1.136583556,1.131243885,1.125361374,1.118361567,1.111014463,1.102613775,1.093670584,1.083643967,1.07289346,1.06096358,1.047798268,1.033523712,1.017673079,1.000304648,0.9809565285,0.9115874234,0.8420066044,0.8425765958,0.8430877557,0.8436938497,0.8442988489,0.8451350815,0.8451952569,0.845525095
